RefId,IsBadBuy,VehicleAge,Transmission,WheelTypeID,VehOdo,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,IsOnlineSale,WarrantyCost
1059,1,7,AUTO,0,95188,CHRYSLER,6620,7860,10564,12825,6620,7860,10564,12825,1,1353
1061,0,5,AUTO,1,75322,CHRYSLER,9310,10758,13782,15823,9078,10767,13616,15763,1,1857
1062,1,3,AUTO,0,63806,GM,5454,6289,8654,9663,5454,6289,8654,9663,1,728
1063,0,4,AUTO,2,72973,CHRYSLER,10087,11847,13697,15124,9574,11561,13052,14992,1,920
1067,1,3,AUTO,2,59279,GM,6340,7574,9909,11051,6651,7723,10033,10913,1,671
1068,0,3,AUTO,1,77418,GM,8389,9799,12047,13391,8784,10429,12194,13950,1,1272
1069,1,5,AUTO,0,89156,GM,7832,9151,11474,12716,7832,9151,11474,12716,1,1633
1073,1,5,AUTO,0,68591,CHRYSLER,3043,4048,6355,7524,3043,4048,6355,7524,1,630
1076,1,6,AUTO,0,89462,GM,3251,4454,6184,7237,3251,4454,6184,7237,0,2412
1078,1,3,AUTO,0,88431,GM,7889,8882,11254,12398,7889,8882,11254,12398,0,2152
1082,1,5,AUTO,0,72569,CHRYSLER,6000,6465,9374,9848,6000,6465,9457,9994,0,1506
1085,1,7,MANUAL,1,107420,FORD,3828,4804,6942,8208,4886,6088,7835,9260,0,1750
1099,1,6,AUTO,1,96014,CHRYSLER,3909,4495,7101,7776,3713,4682,6930,8074,0,1630
1106,0,2,MANUAL,2,59807,OTHER,7835,9072,12331,14277,8809,10301,11678,12518,0,505
1107,1,5,AUTO,0,104861,CHRYSLER,3667,5049,6543,8222,3624,5072,6484,7850,0,1450
1110,0,3,AUTO,1,74080,FORD,9764,11265,14423,15488,9448,11141,13522,14966,0,803
1112,1,9,AUTO,0,105963,CHRYSLER,2328,3420,4922,6827,2133,2963,4846,6119,0,2070
1118,1,8,AUTO,1,90244,GM,2744,3529,5409,5965,2508,3656,5203,6077,0,2939
1120,1,9,AUTO,0,72648,CHRYSLER,2549,3105,4991,5724,2549,3105,4991,5724,0,1455
1122,1,2,AUTO,0,72722,GM,6481,8028,10115,11672,6541,8097,9752,11410,0,1272
1125,1,8,AUTO,1,107151,GM,2525,3558,5702,7334,2655,3591,5517,6621,0,6492
1126,1,3,AUTO,0,88362,OTHER,7839,9262,11498,12795,7965,9326,11866,12966,0,594
1127,1,8,AUTO,0,84579,CHRYSLER,1831,2648,4362,5323,1761,2572,4302,5362,0,1543
1128,1,7,AUTO,0,107450,GM,2518,3511,4995,6964,2606,3615,5145,7137,0,3191
1131,1,7,AUTO,0,82942,GM,2757,3677,5508,6594,2766,3699,5418,6408,0,1933
1132,1,4,AUTO,0,61508,OTHER,7002,8704,10461,12070,6882,8573,10577,12020,0,923
1136,1,8,AUTO,0,87165,OTHER,1719,2397,4203,5502,1727,2411,4137,5377,0,894
1144,1,7,AUTO,2,95048,GM,3112,4265,6122,7199,2841,3976,5752,6906,0,2651
1155,0,2,AUTO,1,77855,FORD,16571,20000,21321,24032,18345,19212,22059,22615,0,803
1162,0,3,AUTO,1,82974,FORD,9560,12752,13266,15846,10253,12206,13895,15409,0,1633
1171,0,2,AUTO,1,73192,GM,8438,9768,12716,13673,9418,11160,12808,14473,0,1272
1173,0,2,AUTO,1,75261,FORD,9373,10843,13537,14907,11338,12798,15011,16050,0,803
1174,0,1,AUTO,1,73721,GM,10391,11593,14595,15681,9832,10637,13633,14616,0,1272
1181,0,2,AUTO,1,76144,GM,8339,9471,12210,13586,10292,12220,13905,15686,1,1974
1183,0,2,AUTO,2,80025,OTHER,8563,9841,12264,13409,9405,11151,12687,13457,1,853
1187,1,6,AUTO,2,75532,GM,3175,4149,5389,6346,2969,4252,6039,7293,1,1155
1189,0,1,AUTO,1,79894,FORD,11393,12970,16127,17361,10481,12786,14484,16127,1,803
1193,0,2,AUTO,1,75757,FORD,10384,12128,14644,16399,10557,12746,13853,16009,1,1272
1195,0,2,AUTO,1,75804,GM,8205,9335,12238,13486,9369,11052,13514,14687,1,1974
1201,1,4,AUTO,2,60977,CHRYSLER,7624,8858,11619,12671,8189,9589,12112,13511,1,1215
1202,0,2,AUTO,2,90294,CHRYSLER,8961,10611,12781,14551,9839,11104,13815,15027,1,1918
1203,0,2,AUTO,2,71786,GM,7814,8662,11806,12743,8765,10063,12453,13718,1,1974
1205,0,2,AUTO,2,58325,CHRYSLER,8000,9019,11577,12799,8971,10029,12237,13711,1,920
1206,0,2,AUTO,1,70342,GM,8205,9335,12238,13486,8905,10501,12796,14310,1,1974
1207,0,2,AUTO,1,75993,GM,8147,9313,12212,13184,10142,11997,13667,15546,1,1974
1208,0,2,AUTO,2,85320,GM,7799,8672,11922,12650,8765,10063,12453,13718,1,2152
1213,0,2,AUTO,1,88717,CHRYSLER,8655,10184,13056,14521,9602,11603,13536,15489,0,1763
1224,1,3,AUTO,2,70675,GM,7040,7998,8103,9138,7230,8276,8308,9438,0,1974
1228,0,4,AUTO,2,70994,FORD,4161,5175,4994,6089,0,0,0,0,0,920
1235,0,3,AUTO,1,79688,FORD,9724,11562,11002,12987,9269,11083,10511,12470,0,1155
1238,0,3,AUTO,2,80658,FORD,5832,6570,6799,7596,0,0,0,0,0,1633
1242,1,4,AUTO,1,80766,GM,6122,8272,7112,9434,0,0,0,0,0,5092
1244,0,2,AUTO,2,51997,GM,6912,7562,7965,8667,11090,13260,12477,14821,0,671
1249,1,5,AUTO,0,46609,OTHER,0,1,0,0,0,1,0,0,0,834
1251,1,3,MANUAL,2,16545,GM,4801,5679,5685,6633,4396,5208,5248,6125,0,582
1253,0,2,AUTO,1,39808,OTHER,9795,10513,11079,11854,10332,11354,11659,12762,0,762
1254,1,5,AUTO,2,58669,CHRYSLER,4098,5006,4926,5906,3910,4687,4723,5562,0,1086
1256,0,4,AUTO,2,35038,CHRYSLER,4942,5827,5837,6793,0,0,0,0,0,882
1257,1,3,AUTO,2,53366,GM,6071,7191,7057,8266,5792,6916,6755,7969,0,671
1268,1,5,AUTO,1,69824,OTHER,4084,4856,4911,5744,4546,5519,5410,6461,0,533
1273,1,4,AUTO,0,63315,OTHER,4444,5407,5300,6340,4809,5684,5694,6639,0,533
1276,0,2,AUTO,2,70975,OTHER,12331,13639,13817,15230,12058,13314,13523,14879,0,686
1282,0,4,AUTO,2,85199,GM,5990,7276,6969,8358,0,0,0,0,0,1113
1291,1,4,AUTO,2,33622,GM,4905,6321,5797,7327,4905,6321,5797,7327,0,702
1300,0,5,AUTO,1,77105,OTHER,9831,12080,11117,13546,9831,12080,11117,13546,0,1272
1301,0,2,AUTO,1,83754,FORD,9558,12352,10823,13840,9558,12352,10823,13840,0,1633
1304,0,3,AUTO,2,86935,OTHER,8751,10463,9951,11800,8751,10463,9951,11800,0,723
1305,1,4,AUTO,1,70536,GM,9302,11313,10546,12718,9302,11313,10546,12718,0,1974
1314,1,3,AUTO,1,66976,GM,5878,7102,6848,8170,5878,7102,6848,8170,0,728
1316,1,5,AUTO,0,84244,GM,3643,4910,4434,5803,3643,4910,4434,5803,0,2152
1317,0,1,AUTO,2,60256,GM,9237,10161,10476,11474,9491,10466,10750,11803,0,1703
1321,0,3,AUTO,1,86395,FORD,10033,12514,11336,14015,10033,12514,11336,14015,0,1633
1324,0,3,AUTO,1,68162,FORD,9467,10935,10724,12310,9544,11024,10808,12406,0,728
1329,1,5,AUTO,1,69064,GM,5179,6598,6093,7626,5179,6598,6093,7626,0,1703
1333,0,2,AUTO,1,79628,OTHER,9029,10834,10251,12201,9531,11074,10793,12460,0,803
1335,0,2,AUTO,1,62591,OTHER,7382,7936,8473,9071,9397,10351,10649,11679,0,728
1337,0,3,AUTO,1,82538,OTHER,8751,10463,9951,11800,8751,10463,9951,11800,0,723
1339,0,2,AUTO,1,75967,FORD,11412,14485,12825,16144,13081,15894,14627,17666,0,1506
1342,1,2,AUTO,2,60936,CHRYSLER,9784,11267,11067,12668,9784,11267,11067,12668,0,1215
1344,1,5,AUTO,0,81951,OTHER,3606,4546,4394,5410,3606,4546,4394,5410,0,594
1345,0,3,AUTO,1,83523,CHRYSLER,11393,13586,12804,15173,11956,14377,13412,16027,0,1763
1349,0,2,AUTO,2,41300,GM,8817,10274,12494,14003,9159,10945,12769,14740,0,905
1351,1,3,AUTO,1,72840,GM,6311,8654,10394,13009,6122,8003,10460,12547,0,2091
1355,0,2,AUTO,1,87888,CHRYSLER,12564,14654,17165,19182,14136,16809,17211,20412,1,1893
1357,1,3,AUTO,2,78160,GM,5874,8337,10302,12727,6346,8186,10515,12309,1,2091
1358,0,1,AUTO,2,77024,CHRYSLER,10039,10579,13927,14676,9392,10437,13413,14616,1,1155
1362,0,3,AUTO,1,87448,GM,8027,9572,11549,13488,9005,10650,12064,13819,0,1373
1364,1,9,AUTO,1,93662,GM,3040,4268,6216,7700,2742,3986,5429,6740,0,2939
1368,1,3,AUTO,1,72335,GM,7745,9231,11686,13045,7331,8639,10747,12339,0,1974
1370,0,3,AUTO,2,62313,OTHER,8692,10413,12421,14168,8871,10654,13537,16258,0,923
1372,0,3,AUTO,2,82541,CHRYSLER,10071,11700,14298,15729,10163,11934,14196,15805,1,1503
1374,0,2,AUTO,2,67261,GM,7523,9111,9998,12680,8773,10005,12438,14192,1,533
1375,0,2,AUTO,2,74222,CHRYSLER,10713,11960,14347,15680,12099,13803,16314,18612,1,1389
1378,0,1,AUTO,2,52308,CHRYSLER,9314,9886,13172,13810,10194,11139,14077,16629,1,920
1379,1,2,AUTO,0,85805,GM,8679,10288,13543,14823,8679,10288,13543,14823,1,1633
1382,0,2,AUTO,1,90972,FORD,10421,12212,14171,15871,11096,13200,14620,16461,0,1485
1384,1,2,AUTO,0,85431,GM,7799,8672,11922,12650,7752,8663,11751,12710,0,2152
1386,1,3,AUTO,0,69129,GM,7728,9091,11783,12902,7629,9054,11004,12798,0,1703
1388,0,3,AUTO,1,93095,OTHER,14810,16340,19467,21100,12568,14413,16528,18465,0,765
1390,1,7,AUTO,2,80013,CHRYSLER,2763,3509,5553,6501,3012,3904,6019,6928,0,1803
1391,0,2,AUTO,1,67478,GM,8326,9870,11742,13500,10680,12735,13218,15687,0,1118
1393,1,3,AUTO,0,81462,OTHER,5960,6998,9590,10372,5960,6998,9590,10372,0,723
1402,0,2,AUTO,1,72869,GM,8767,9933,12679,13981,10295,11616,13363,14780,0,1272
1409,0,1,AUTO,2,89420,GM,9383,10487,13394,14302,9317,10650,13022,14261,0,1113
1410,0,2,AUTO,2,87055,GM,8003,9502,12014,13420,9706,11208,13333,14600,0,1373
1425,0,3,AUTO,1,76381,FORD,9878,12161,13956,16002,9196,11143,13810,15583,0,1389
1430,0,1,AUTO,1,78188,GM,9894,11271,14148,16045,10092,12400,14758,17457,0,1974
1438,0,3,AUTO,1,75689,GM,8810,10608,12899,14904,10397,12158,14169,16070,0,1974
1440,1,5,AUTO,2,82635,GM,3987,5065,8248,10478,4102,5318,7358,8702,1,2152
1442,0,4,AUTO,1,73390,CHRYSLER,8924,10496,12888,14580,9642,11187,13536,14996,0,1389
1443,1,8,AUTO,0,93369,CHRYSLER,3028,4024,5583,6333,3028,4024,5583,6333,0,1930
1447,1,7,AUTO,1,59831,FORD,5786,6901,9673,11010,5513,5772,9137,9423,0,1634
1449,0,3,AUTO,1,75742,GM,7922,9294,11921,13478,9034,10429,12698,14204,0,1974
1450,0,2,AUTO,1,69260,GM,8702,9955,12644,14199,10259,11896,13899,15709,0,1703
1456,1,6,AUTO,2,81069,CHRYSLER,3284,4269,6992,8403,3231,4230,6820,8783,0,1763
1458,0,2,AUTO,1,85869,GM,8702,9955,12644,14199,9994,11575,13364,14971,0,2152
1459,0,3,AUTO,1,68556,FORD,9616,11265,13433,14977,9642,11299,13885,16271,0,1118
1465,1,2,AUTO,2,78930,GM,8329,9525,12696,14094,8371,9595,11723,13532,0,1974
1467,0,3,AUTO,1,80374,FORD,10088,11498,13909,15347,11394,13181,14289,15824,0,853
1470,0,2,AUTO,1,76385,GM,8962,10209,13436,14894,10201,11786,13807,15689,0,1974
1479,1,3,AUTO,2,82711,GM,5833,6771,9915,11510,6012,6913,9028,10068,0,853
1480,1,5,AUTO,0,74675,GM,4861,5969,8289,9219,5141,6461,8109,9655,0,1272
1483,1,6,AUTO,0,77459,CHRYSLER,2732,3464,5405,6216,2577,3386,5543,6221,0,686
1484,1,8,AUTO,1,71930,CHRYSLER,3275,4254,6356,7523,3515,4573,5915,6887,0,1689
1489,1,9,AUTO,0,64053,FORD,1948,2670,4383,5276,2179,2844,4387,5174,0,1320
1492,1,7,AUTO,0,75939,CHRYSLER,1661,2042,4584,5032,1661,2042,4584,5032,0,1455
1495,1,5,MANUAL,2,48850,GM,3725,4841,7113,7945,4204,5199,7182,8246,0,623
1498,1,7,MANUAL,1,85452,CHRYSLER,2517,3558,5139,6172,2363,3190,5161,6065,0,1023
1503,1,7,AUTO,0,79622,OTHER,4254,5408,7728,9035,4254,5408,7728,9035,0,986
1508,1,3,AUTO,0,73302,CHRYSLER,7111,8314,10796,12112,7111,8314,10796,12112,0,1155
1515,1,1,AUTO,0,30471,GM,7231,7629,10316,10773,7164,7510,10611,11004,0,582
1519,1,4,AUTO,0,82760,GM,4604,5771,7679,8941,4605,5847,7930,8978,0,853
1521,1,3,AUTO,0,57008,GM,6813,8133,10297,11521,6824,8148,10244,11517,0,837
1524,0,1,AUTO,2,73692,GM,9278,10104,13220,14332,8792,9819,12369,13480,0,1974
1533,1,4,AUTO,1,72401,GM,6397,7756,9747,11069,6033,7306,9092,10745,1,1974
1538,0,2,AUTO,2,77984,GM,9000,10221,13183,14424,9566,10888,13133,14577,0,1038
1539,0,2,AUTO,2,72106,GM,9000,10221,13183,14424,9739,11259,13024,14840,0,1038
1540,1,3,MANUAL,2,38598,GM,4257,5245,7181,8338,4372,5175,7621,8373,0,582
1544,0,1,AUTO,2,30335,CHRYSLER,9096,9643,13154,13569,9398,9803,12865,13261,0,762
1546,0,2,AUTO,1,86769,GM,8332,9422,12292,13730,8905,10501,12796,14310,0,2152
1548,0,2,AUTO,2,62959,GM,8226,9718,10948,12934,9846,11433,12752,14517,0,923
1557,1,6,AUTO,0,73945,OTHER,2925,3792,3659,4595,2925,3792,3659,4595,0,1103
1565,1,4,AUTO,1,40764,CHRYSLER,0,1,0,0,0,1,0,0,0,975
1567,1,8,AUTO,0,42944,GM,1845,2424,2493,3118,1845,2424,2493,3118,0,993
1580,0,3,AUTO,1,69509,FORD,13327,15962,14893,17739,13582,16061,15169,17846,0,728
1587,1,6,AUTO,1,84324,GM,4494,5600,5354,6548,0,0,0,0,0,2712
1588,1,8,AUTO,0,86972,CHRYSLER,2285,2761,2968,3482,2285,2761,2968,3482,0,2063
1609,1,7,AUTO,0,77333,GM,3601,5064,4389,5969,3601,5064,4389,5969,0,2274
1611,1,6,AUTO,0,95616,GM,3389,4539,4160,5402,3389,4539,4160,5402,0,2651
1612,1,7,AUTO,0,89476,FORD,3115,4030,3864,4852,3115,4030,3864,4852,0,2322
1615,1,7,AUTO,0,70158,CHRYSLER,2608,3376,3317,4146,2608,3376,3317,4146,0,1689
1616,1,5,AUTO,0,90818,GM,2104,2777,2772,3499,2104,2777,2772,3499,0,1774
1617,1,5,AUTO,0,50834,FORD,3454,5205,4230,6121,3454,5205,4230,6121,0,505
1619,0,5,AUTO,1,77176,OTHER,9542,11451,10805,12867,9542,11451,10805,12867,0,686
1621,0,3,AUTO,1,71417,CHRYSLER,10274,12021,11596,13483,10274,12021,11596,13483,0,1389
1624,1,7,AUTO,0,78848,CHRYSLER,5103,6146,8695,10472,5103,6146,8695,10472,0,2040
1626,1,9,AUTO,1,67082,FORD,2679,3144,5246,5798,2231,3451,4747,5777,0,1125
1627,1,7,AUTO,2,68626,GM,3498,4721,6073,7093,3080,4141,6346,7187,0,1613
1632,1,8,AUTO,0,41344,OTHER,2798,3707,5856,7758,2760,3704,5807,7794,0,923
1633,1,6,AUTO,0,49276,FORD,4048,4794,6796,7817,3965,4717,7236,7941,0,1046
1636,1,7,AUTO,0,90067,OTHER,4725,5827,7556,9196,4661,5726,7554,8965,0,1065
1637,1,5,AUTO,0,69642,GM,6074,7468,9421,10965,6003,7571,9498,11027,0,1801
1641,1,8,AUTO,1,88538,GM,3621,4621,6564,7519,3002,4052,6062,7039,0,1933
1648,1,4,AUTO,1,59366,CHRYSLER,5070,6022,8314,9330,5210,6248,8758,9820,0,1086
1651,1,4,AUTO,1,92146,OTHER,7393,9270,11078,13591,8058,9456,12143,13379,0,1918
1652,0,3,AUTO,2,54907,OTHER,11035,12493,14520,16319,10766,12888,13836,15947,0,588
1654,0,4,AUTO,1,59819,CHRYSLER,9880,11877,13722,15028,8912,10810,12827,14257,0,1086
1659,1,4,AUTO,2,47802,GM,6957,8478,10213,11548,6396,7868,9560,11088,0,764
1662,1,8,AUTO,0,86642,CHRYSLER,2613,3664,4990,6997,3211,3970,5901,6548,0,2063
1664,1,4,AUTO,0,80549,GM,9515,12079,13858,15758,9240,11797,13807,16073,0,1243
1665,1,5,AUTO,2,78925,GM,5362,6786,8381,9519,4867,6054,8385,9711,0,1974
1666,1,6,AUTO,0,76289,FORD,5240,6446,8358,9882,5147,6370,8158,9694,0,569
1667,1,5,AUTO,0,93796,FORD,13245,15428,17530,19514,13244,15427,20704,24116,0,909
1668,1,5,AUTO,0,84907,CHRYSLER,8822,9921,12462,13755,8778,9910,12580,14126,0,723
1669,1,7,AUTO,0,56416,FORD,6959,8250,10202,11474,6791,8101,10178,11115,0,1137
1670,1,5,AUTO,0,74177,GM,3316,4280,6216,7362,3283,4267,6121,7397,0,1155
1671,0,4,AUTO,1,77022,CHRYSLER,10857,12783,14463,16168,9719,11750,13212,15127,0,1740
1674,1,8,AUTO,0,79604,FORD,3697,4719,6006,7250,3619,4560,6190,7236,0,1103
1678,1,6,AUTO,0,52281,OTHER,2312,3188,5258,5904,2252,3181,5292,5907,0,505
1681,1,5,AUTO,0,69671,CHRYSLER,4133,5386,6451,8618,4157,5104,6558,8115,0,1411
1690,0,2,AUTO,2,42118,FORD,9966,11269,13721,14863,9288,10748,13232,14502,0,623
1699,1,3,AUTO,0,62548,GM,4986,6088,8077,9862,4986,6088,8686,9772,0,728
1700,1,6,AUTO,2,89273,GM,3479,4499,6587,8015,3527,4451,7265,8315,0,1763
1706,1,7,AUTO,0,98067,GM,2854,4034,6170,7248,2852,4044,5719,7112,0,2651
1709,1,9,AUTO,1,77616,CHRYSLER,4490,5677,8305,10303,4439,5911,7804,9129,0,2391
1723,0,2,AUTO,2,75300,CHRYSLER,8190,9875,12220,14114,8760,9873,13013,14212,0,1389
1724,1,6,AUTO,0,86923,OTHER,3071,3984,6103,6735,3108,4053,6169,6748,0,853
1725,0,2,AUTO,1,67961,CHRYSLER,10410,11841,13928,15577,11473,13056,15004,16832,0,630
1727,1,5,AUTO,0,69675,CHRYSLER,3523,4743,6765,8069,3604,4840,6822,8195,0,1411
1733,1,4,AUTO,1,92902,GM,6236,7892,9869,11290,6142,7602,9607,11015,0,2351
1735,0,3,AUTO,1,87881,FORD,12926,14911,17914,19902,12758,15018,17346,19607,0,853
1736,0,5,AUTO,1,82321,CHRYSLER,9370,11287,13758,15978,8974,10305,12413,14106,0,2022
1757,1,5,AUTO,2,56308,OTHER,5156,6207,9221,10052,5654,7023,9275,10868,0,1003
1760,0,4,AUTO,2,87937,CHRYSLER,4195,5066,5031,5971,0,0,0,0,0,1763
1771,1,7,AUTO,2,64826,GM,2001,2980,2661,3718,1945,2862,2601,3591,0,4210
1783,1,5,AUTO,0,89828,GM,5216,6443,6133,7458,5271,6674,6193,7708,0,2412
1785,1,6,AUTO,2,79905,GM,3912,4994,4725,5894,3830,4648,4636,5520,0,2508
1788,1,8,MANUAL,1,89724,FORD,2435,3217,3130,3974,2393,3225,3084,3983,0,1543
1793,1,6,AUTO,1,96315,GM,3067,3988,3812,4807,3878,4673,4688,5547,0,5913
1794,1,7,AUTO,1,88820,FORD,3115,4030,3864,4852,2918,3790,3651,4593,0,2322
1799,0,5,AUTO,1,93472,FORD,9898,11639,11190,13070,9521,11608,10783,13037,0,909
1803,0,3,AUTO,2,50083,CHRYSLER,9993,11317,11292,12722,9760,11171,11041,12565,0,1086
1804,0,4,AUTO,1,64124,CHRYSLER,4217,5155,5054,6067,9937,12541,11232,14044,0,630
1806,0,6,AUTO,1,91255,FORD,3234,4181,3993,5015,0,0,0,0,0,1353
1810,0,6,AUTO,1,78505,FORD,3069,3935,3815,4750,10051,11947,11355,13403,0,1220
1817,0,5,AUTO,2,73410,GM,3483,4342,4262,5189,0,0,0,0,0,1155
1821,1,3,AUTO,2,72539,GM,6469,7548,7487,8652,6487,7317,7506,8402,0,1038
1822,1,5,MANUAL,2,82430,OTHER,3664,4652,4457,5524,3530,4173,4312,5007,0,594
1823,0,4,AUTO,2,68263,CHRYSLER,3837,4858,4644,5747,0,0,0,0,0,630
1836,0,8,AUTO,1,85224,OTHER,4037,4866,4860,5755,0,0,0,0,0,1803
1837,0,6,AUTO,1,50968,FORD,3571,5044,4357,5948,0,0,0,0,0,1220
1839,1,8,AUTO,3,87829,GM,3955,5051,4771,5955,4111,5240,4940,6159,0,2452
1840,1,6,AUTO,1,78536,FORD,3296,4352,4060,5200,2852,3844,3580,4652,0,1220
1845,0,4,AUTO,1,79525,GM,7759,9072,8880,10298,0,0,0,0,0,1389
1847,1,8,AUTO,1,69267,GM,2577,3421,3283,4195,2409,3308,3102,4073,0,2003
1849,0,5,AUTO,1,71803,FORD,9540,11208,10803,12605,8941,10605,10156,11953,0,803
1854,0,4,AUTO,1,60951,GM,9131,10801,10361,12165,9131,10801,10361,12165,0,1703
1857,0,3,AUTO,2,61087,CHRYSLER,9459,11179,10716,12573,9459,11179,10716,12573,0,1215
1867,1,5,AUTO,1,85466,FORD,2772,3865,3494,4674,3100,4366,3848,5215,0,983
1873,1,8,AUTO,1,88448,CHRYSLER,3376,4371,4146,5221,3376,4371,4146,5221,0,2193
1875,1,5,MANUAL,2,43323,OTHER,3086,4337,3833,5184,3086,4337,3833,5184,0,623
1876,0,4,AUTO,2,64160,FORD,9492,12058,10751,13523,9492,12058,10751,13523,0,728
1879,1,7,AUTO,2,97070,CHRYSLER,2608,3376,3317,4146,2608,3376,3317,4146,0,1930
1880,1,4,AUTO,0,52314,CHRYSLER,3554,4694,4338,5570,3554,4694,4338,5570,0,1251
1882,1,6,AUTO,1,84774,FORD,2677,3625,3391,4415,2677,3625,3391,4415,0,2322
1891,1,5,AUTO,0,75547,OTHER,7139,8615,8210,9804,7139,8615,8210,9804,0,569
1896,1,3,AUTO,0,59350,CHRYSLER,5249,6439,6169,7454,5249,6439,6169,7454,0,1086
1900,1,7,AUTO,0,57912,OTHER,3835,5036,4642,5939,3835,5036,4642,5939,0,971
1906,1,5,AUTO,2,57286,CHRYSLER,2483,3453,3182,4229,2506,3472,5479,6816,0,920
1908,1,4,AUTO,2,81140,GM,2998,3874,3738,4684,3169,3813,6252,7004,0,853
1909,1,4,AUTO,0,34340,OTHER,3853,4461,4661,5318,3853,4461,4661,5318,0,462
1928,0,3,AUTO,1,69724,CHRYSLER,8382,10733,9553,12092,9158,11594,12989,16160,0,1411
1930,0,2,AUTO,2,61358,CHRYSLER,10060,11635,11365,13066,11403,13143,15361,16705,0,1215
1938,1,5,AUTO,2,75855,GM,8228,10455,9386,11791,6525,7477,10746,11636,0,4622
1950,1,7,AUTO,1,94736,FORD,2306,3486,2990,4265,2392,3381,3083,4151,0,2506
1961,1,7,AUTO,1,77951,CHRYSLER,4146,4974,4978,5872,3138,3975,6064,7681,0,1923
1965,0,4,AUTO,1,85156,GM,11203,14786,12599,16469,9522,13126,14737,17148,0,2152
1971,1,4,AUTO,2,85439,GM,4252,5322,5092,6248,3833,4736,7217,8384,0,853
1983,0,4,AUTO,1,65200,CHRYSLER,9072,11231,10298,12629,9946,11953,14083,15859,0,1411
1986,1,8,AUTO,2,86796,FORD,1993,2852,2652,3580,1872,2848,4587,5633,0,1283
1989,1,6,AUTO,1,78089,OTHER,5023,6299,5925,7303,4185,5115,7757,8241,0,1455
1991,1,3,AUTO,2,53420,GM,5899,7571,6871,8677,6357,8021,10565,12281,0,1003
1993,1,6,AUTO,0,91685,CHRYSLER,2637,3589,3348,4376,2689,3677,3404,4471,0,2218
2020,0,3,AUTO,1,77853,CHRYSLER,10244,13041,11564,14584,10883,12166,15340,16512,0,1389
2023,1,4,AUTO,2,72239,CHRYSLER,5558,6768,6503,7809,5883,7012,9526,10767,0,1389
2025,1,6,AUTO,1,65262,OTHER,4151,5791,4983,6754,4337,5551,7196,8538,0,1125
2026,0,1,AUTO,1,57528,CHRYSLER,10530,11450,11872,12866,11306,12425,15306,16536,0,1086
2031,1,4,AUTO,1,77783,OTHER,6595,7893,9970,11813,6382,7766,9819,11590,0,803
2043,1,6,MANUAL,1,90163,OTHER,5491,6721,8926,10150,5466,6733,8624,10103,0,620
2044,1,6,AUTO,2,49774,GM,2865,3934,5830,6572,2915,4070,5962,6907,0,834
2047,0,2,AUTO,2,81324,CHRYSLER,12682,14226,16181,17685,12816,14189,16384,17445,0,1503
2054,0,3,AUTO,2,50153,OTHER,10099,11116,13689,15210,10160,11504,13506,15270,0,505
2080,1,3,AUTO,1,77474,CHRYSLER,11433,12757,15519,17316,10017,11649,13804,15736,0,1272
2081,0,3,AUTO,1,73407,FORD,10325,11721,13661,14796,8954,10453,12879,14512,0,803
2092,1,4,AUTO,1,86092,OTHER,8842,10207,13334,15305,8328,9698,12428,14143,0,1373
2097,0,3,AUTO,1,85149,OTHER,10125,11349,13396,15147,10191,11242,13947,15239,0,594
2103,1,5,AUTO,2,82128,CHRYSLER,5647,7014,9047,9977,6247,8240,9697,11630,0,1503
2105,1,5,AUTO,1,62394,GM,5978,7516,9951,11350,6288,7525,9727,10712,0,1801
2107,0,2,AUTO,2,78534,CHRYSLER,10072,12010,13861,15764,8930,10603,13146,14854,0,1623
2114,1,5,AUTO,1,78997,FORD,0,0,0,0,0,0,0,0,0,920
2127,0,2,AUTO,1,65875,FORD,10457,13001,14345,17067,10472,12431,14503,16023,0,1118
2142,0,5,AUTO,1,80439,CHRYSLER,10109,12086,14037,16471,9681,11853,13810,16044,0,1503
2148,0,3,AUTO,2,83440,GM,11619,13243,15425,16964,9701,12005,13416,16053,0,2152
2159,0,2,AUTO,2,70644,CHRYSLER,10181,11716,11495,13153,10840,11904,12207,13356,0,1389
2163,0,3,AUTO,1,72051,CHRYSLER,9872,11473,11162,12891,10234,11681,11553,13115,0,1389
2168,1,8,AUTO,1,63211,CHRYSLER,3952,4799,4768,5683,4123,5073,4953,5979,0,1906
2172,0,2,AUTO,2,78134,CHRYSLER,10702,12060,12058,13525,10145,11248,11457,12648,0,1389
2173,0,3,AUTO,2,48352,CHRYSLER,9390,10660,10641,12013,10085,11493,11392,12912,0,975
2177,0,1,AUTO,1,74027,CHRYSLER,9015,9461,10236,10718,9834,12034,11121,13497,0,1857
2184,0,2,AUTO,2,43929,CHRYSLER,10690,12011,12045,13472,11131,12330,12521,13816,0,975
2185,0,3,AUTO,2,58803,CHRYSLER,9259,11026,10500,12408,9259,11026,10500,12408,0,1086
2189,1,3,AUTO,0,76890,FORD,6266,7716,7267,8833,6266,7716,7267,8833,0,1506
2191,0,3,AUTO,2,62360,CHRYSLER,9210,10596,10447,11944,9210,10596,10447,11944,0,1215
