RefId,IsBadBuy,Auction,VehicleAge,Make,Model,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,IsOnlineSale,WarrantyCost
8799,1,MANHEIM,7,MERCURY,MOUNTAINEER 2WD V8,AUTO,1,Alloy,78301,AMERICAN,FORD,5562,7425,9232,10697,5562,7425,9189,10613,0,0,18111,30272,GA,0,2040
8804,1,MANHEIM,6,TOYOTA,COROLLA,AUTO,2,Covers,60609,TOP LINE ASIAN,OTHER,4712,5641,7707,9067,4971,5848,7542,9068,0,0,18880,30272,GA,0,533
8813,1,MANHEIM,9,TOYOTA,HIGHLANDER 2WD V6,AUTO,1,Alloy,90724,TOP LINE ASIAN,OTHER,6624,7625,9463,11112,6177,6849,8972,9591,0,0,18881,30272,GA,0,920
8818,0,MANHEIM,4,DODGE,DURANGO 2WD V8,AUTO,1,Alloy,70765,AMERICAN,CHRYSLER,8340,9475,12387,13416,9883,10942,15108,16727,0,0,8172,30272,GA,0,1389
8840,1,MANHEIM,7,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,1,Alloy,72101,AMERICAN,CHRYSLER,4704,6054,8166,9665,4181,5455,8288,10813,0,0,18111,30272,GA,0,1923
8841,1,MANHEIM,6,FORD,MUSTANG V6,AUTO,1,Alloy,77127,AMERICAN,FORD,4959,6054,8129,9944,4882,5940,8458,9886,0,0,18881,30272,GA,0,803
8845,1,MANHEIM,4,SUZUKI,FORENZA,AUTO,2,Covers,85693,OTHER ASIAN,OTHER,3652,4718,7008,7958,3623,4758,6767,8055,0,0,18881,30272,GA,0,594
8880,1,MANHEIM,3,FORD,FREESTYLE AWD V6 3.0,AUTO,1,Alloy,72672,AMERICAN,FORD,5382,6134,6313,7125,6564,8354,7589,9522,0,0,16044,27542,NC,0,1623
8889,1,MANHEIM,4,CHEVROLET,EQUINOX FWD V6 3.4L,AUTO,1,Alloy,75357,AMERICAN,GM,6889,8130,7940,9280,7687,9068,8802,10293,0,0,16044,27542,NC,0,1389
8890,0,MANHEIM,3,DODGE,DAKOTA PICKUP 2WD V6,AUTO,1,Alloy,47368,AMERICAN,CHRYSLER,7937,9570,9072,10836,8820,10016,10026,11317,0,0,16044,27542,NC,0,834
8892,1,MANHEIM,4,BUICK,CENTURY V6 3.1L V6 S,AUTO,1,Alloy,76533,AMERICAN,GM,3658,4998,4451,5898,6619,7851,7649,8979,0,0,18880,27542,NC,0,1974
8893,1,MANHEIM,4,JEEP,LIBERTY 4WD V6 3.7L,AUTO,1,Alloy,55172,AMERICAN,CHRYSLER,7621,8909,8731,10122,8193,9565,9348,10830,0,0,18880,27542,NC,0,754
8903,0,MANHEIM,2,FORD,FREESTYLE AWD V6 3.0,AUTO,1,Alloy,74465,AMERICAN,FORD,11380,13539,12790,15122,12051,14693,13515,16368,0,0,21973,27542,NC,0,1623
8911,1,MANHEIM,3,SUZUKI,FORENZA 2.0L I4 EFI,AUTO,2,Covers,44873,OTHER ASIAN,OTHER,4385,5270,5236,6192,4311,5165,5156,6078,0,0,21973,27542,NC,0,482
8914,0,MANHEIM,4,CHEVROLET,SUBURBAN 1500 2WD 5.,AUTO,1,Alloy,82872,AMERICAN,GM,9493,11673,10752,13107,11112,12814,12501,14339,0,0,21973,27542,NC,0,1763
8927,1,MANHEIM,2,CHRYSLER,PACIFICA FWD 3.8L V6,AUTO,2,Covers,74372,AMERICAN,CHRYSLER,7837,9664,8964,10937,9905,11047,11197,12431,0,0,21973,27542,NC,0,1389
8949,1,MANHEIM,4,DODGE,CARAVAN GRAND FWD V6,AUTO,1,Alloy,79854,AMERICAN,CHRYSLER,6388,8088,7399,9235,6559,8103,7584,9251,0,0,19619,27542,NC,0,1623
8968,1,MANHEIM,4,CHRYSLER,PT CRUISER 2.4L I4 S,AUTO,2,Covers,71670,AMERICAN,CHRYSLER,4445,5468,5301,6405,4481,5385,5339,6316,0,0,20928,27542,NC,0,1389
8974,0,MANHEIM,6,NISSAN,350Z MFI V6 3.5L DOH,AUTO,1,Alloy,75083,TOP LINE ASIAN,OTHER,9215,10631,10452,11981,10759,12416,12120,13909,0,0,20928,27542,NC,0,1455
8976,1,MANHEIM,4,MERCURY,SABLE 3.0L V6 EFI,AUTO,1,Alloy,62338,AMERICAN,FORD,3791,4551,4594,5415,4141,5168,4972,6081,0,0,20928,27542,NC,0,825
8977,1,MANHEIM,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,AUTO,1,Alloy,85211,AMERICAN,GM,3286,4307,4049,5152,4004,4842,4824,5729,0,0,20928,27542,NC,0,1243
8992,0,MANHEIM,2,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,1,Alloy,87223,AMERICAN,GM,8335,9736,9502,11015,9005,10384,10225,11715,0,0,20928,27542,NC,0,2152
8994,0,MANHEIM,3,CHRYSLER,SEBRING V6 2.7L V6 M,AUTO,1,Alloy,44291,AMERICAN,CHRYSLER,5670,7013,6624,8074,0,0,0,0,0,0,20928,27542,NC,0,905
9004,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,1,Alloy,56592,AMERICAN,CHRYSLER,9635,11215,10906,12612,10123,11613,11433,13042,0,0,16044,27542,NC,0,1086
9009,0,MANHEIM,3,DODGE,DURANGO 2WD V8 4.7L,AUTO,1,Alloy,77203,AMERICAN,CHRYSLER,9373,10754,10623,12114,10284,11941,11607,13396,0,0,16044,27542,NC,0,1389
9012,0,MANHEIM,1,DODGE,AVENGER 4C 2.4L I4 S,AUTO,2,Covers,30998,AMERICAN,CHRYSLER,9604,10247,10872,11567,9632,10304,10903,11628,0,0,17675,27542,NC,0,762
9018,0,MANHEIM,3,FORD,TAURUS 3.0L V6 EFI /,AUTO,1,Alloy,90520,AMERICAN,FORD,6039,7203,7022,8279,0,0,0,0,0,0,17675,27542,NC,0,1053
9022,0,MANHEIM,4,GMC,ENVOY 4WD 6C 4.2L I6,AUTO,1,Alloy,84717,AMERICAN,GM,8944,10535,10160,11878,10304,11461,11628,12878,0,0,21973,27542,NC,0,2152
9025,1,MANHEIM,4,CHEVROLET,IMPALA 3.4L V6 SFI,AUTO,2,Covers,76011,AMERICAN,GM,4875,6014,5765,6995,5293,6609,6216,7638,0,0,21973,27542,NC,0,1974
9036,1,MANHEIM,6,FORD,FOCUS 2.0L I4 SPI,AUTO,1,Alloy,90414,AMERICAN,FORD,3005,3894,3745,4706,3391,4268,4162,5109,0,0,16044,27542,NC,0,1641
9041,1,MANHEIM,4,KIA,SORENTO 2WD 3.5L V6,AUTO,1,Alloy,68499,OTHER ASIAN,OTHER,5764,7017,6725,8078,5826,6960,6792,8017,0,0,16044,27542,NC,0,1508
9045,0,MANHEIM,3,FORD,FIVE HUNDRED 3.0L V6,AUTO,1,Alloy,90999,AMERICAN,FORD,8499,9921,9679,11215,8851,10396,10059,11728,0,0,21973,27542,NC,0,1774
9052,1,MANHEIM,5,FORD,EXPEDITION 4WD V8 5.,AUTO,1,Alloy,68403,AMERICAN,FORD,8872,10336,10082,11663,8952,10227,10168,11545,0,0,19619,27542,NC,0,1215
9066,1,MANHEIM,6,MITSUBISHI,MONTERO SPORT 4WD V6,AUTO,1,Alloy,85378,OTHER ASIAN,OTHER,5548,6299,6492,7303,6096,7167,7084,8240,0,0,19619,27542,NC,0,1673
9073,1,MANHEIM,5,FORD,RANGER PICKUP 2WD 4C,AUTO,1,Alloy,72758,AMERICAN,FORD,2580,4026,3286,4848,3860,4869,4669,5759,0,0,18880,27542,NC,0,569
9075,0,MANHEIM,2,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,1,Alloy,78260,AMERICAN,GM,8627,10077,9817,11383,9184,10561,10419,11906,0,0,19619,27542,NC,0,1974
9084,1,MANHEIM,7,FORD,WINDSTAR FWD V6 3.8L,AUTO,2,Covers,67072,AMERICAN,FORD,2268,3250,2949,4010,2580,3441,3286,4216,0,0,18880,27542,NC,0,1906
9095,0,MANHEIM,3,CHEVROLET,TRAILBLAZER 2WD 6C 4,AUTO,0,0,65616,AMERICAN,GM,8588,10186,9775,11501,9177,10659,10411,12012,0,0,18880,27542,NC,0,1020
9097,1,MANHEIM,5,BUICK,LE SABRE 3.8L V6 MFI,AUTO,2,Covers,53017,AMERICAN,GM,5144,6637,6056,7668,5413,6689,6346,7724,0,0,18880,27542,NC,0,1666
9098,1,MANHEIM,3,CHEVROLET,IMPALA 3.5L V6 SFI,AUTO,1,Alloy,72708,AMERICAN,GM,6707,7760,7744,8881,7194,8203,8270,9359,0,0,18880,27542,NC,0,1974
9102,0,MANHEIM,2,FORD,FREESTYLE FWD V6 3.0,AUTO,1,Alloy,72485,AMERICAN,FORD,11450,13416,12866,14989,11778,13783,13220,15386,0,0,17675,27542,NC,0,1506
9119,0,MANHEIM,1,DODGE,AVENGER 4C 2.4L I4 S,AUTO,2,Covers,38584,AMERICAN,CHRYSLER,9632,10304,10903,11628,9545,10362,10809,11691,0,0,16044,27542,NC,0,762
9122,0,MANHEIM,2,FORD,FUSION 4C 2.3L I4 EF,AUTO,1,Alloy,69940,AMERICAN,FORD,10283,11379,11606,12789,10433,11931,11768,13385,0,0,17675,27542,NC,0,728
9123,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,1,Alloy,60701,AMERICAN,CHRYSLER,10030,11634,11332,13065,10234,11681,11553,13115,0,0,17675,27542,NC,0,1215
9141,1,MANHEIM,8,LINCOLN,TOWN CAR 4.6L V8 EFI,AUTO,1,Alloy,72465,AMERICAN,FORD,4445,5802,5301,6766,4452,5654,5308,6606,0,0,18111,27542,NC,0,1103
9143,1,MANHEIM,3,FORD,TAURUS 3.0L V6 EFI,AUTO,2,Covers,59617,AMERICAN,FORD,5299,6367,6223,7376,4873,5936,5763,6911,0,0,18111,27542,NC,0,754
9149,1,MANHEIM,3,CHEVROLET,UPLANDER FWD V6 3.5L,AUTO,2,Covers,80802,AMERICAN,GM,7568,8954,8673,10170,8310,10064,9475,11369,0,0,20740,27542,NC,0,2282
9165,0,MANHEIM,4,FORD,FREESTAR FWD V6 3.9L,AUTO,2,Covers,78486,AMERICAN,FORD,5065,6026,5970,7008,9797,11128,11081,12518,0,0,17675,27542,NC,0,1506
9187,1,MANHEIM,6,CHEVROLET,IMPALA 3.4L V6 SFI,AUTO,1,Alloy,71310,AMERICAN,GM,3220,4283,3978,5126,3220,4283,3978,5126,0,0,16044,27542,NC,0,2274
9188,0,MANHEIM,2,DODGE,CHARGER V6 2.7L V6 M,AUTO,2,Covers,72012,AMERICAN,CHRYSLER,9461,11189,10718,12584,9461,11189,10718,12584,0,0,17675,27542,NC,0,1389
9194,1,MANHEIM,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,AUTO,1,Alloy,72968,AMERICAN,GM,7875,9334,9005,10581,7875,9334,9005,10581,0,0,17675,27542,NC,0,1155
9202,1,MANHEIM,6,NISSAN,ALTIMA MFI V6 3.5L D,AUTO,1,Alloy,88701,TOP LINE ASIAN,OTHER,5718,7136,6675,8207,4331,5450,7487,9324,0,0,21973,27542,NC,0,1023
9203,0,MANHEIM,3,JEEP,LIBERTY 2WD V6 3.7L,AUTO,1,Alloy,61694,AMERICAN,CHRYSLER,8859,10181,10068,11495,8859,10181,10068,11495,0,0,21973,27542,NC,0,630
9214,0,MANHEIM,3,CHRYSLER,PACIFICA FWD 3.5L V6,AUTO,1,Alloy,43476,AMERICAN,CHRYSLER,10553,12525,11897,14027,10553,12525,11897,14027,0,0,18880,27542,NC,0,975
9215,0,MANHEIM,3,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,71266,AMERICAN,GM,10600,12794,11948,14318,10600,12794,11948,14318,0,0,21973,27542,NC,0,1974
9218,0,MANHEIM,1,HYUNDAI,SO0TA V6,AUTO,2,Covers,40864,OTHER ASIAN,OTHER,10208,10750,11525,12110,10208,10750,11525,12110,0,0,21973,27542,NC,0,623
9240,0,MANHEIM,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,76160,AMERICAN,GM,9131,10801,10361,12165,9131,10801,10361,12165,0,0,20928,27542,NC,0,1974
9242,1,MANHEIM,4,DODGE,1500 RAM PICKUP 2WD,AUTO,1,Alloy,83176,AMERICAN,CHRYSLER,8473,10008,9651,11309,8473,10008,9651,11309,0,0,18880,27542,NC,0,983
9245,1,MANHEIM,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,AUTO,1,Alloy,86083,AMERICAN,GM,7875,9334,9005,10581,7875,9334,9005,10581,0,0,18880,27542,NC,0,1243
9246,0,MANHEIM,2,MAZDA,MAZDA6 2.3L I4 MFI /,AUTO,1,Alloy,66033,OTHER ASIAN,OTHER,10781,12164,12143,13637,10781,12164,12143,13637,0,0,18880,27542,NC,0,1118
9264,0,MANHEIM,3,TOYOTA,CAMRY 4C 2.4L I4 SFI,AUTO,1,Alloy,68543,TOP LINE ASIAN,OTHER,10346,11736,11674,13175,10346,11736,11674,13175,0,0,20928,27542,NC,0,533
9265,0,MANHEIM,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,71528,AMERICAN,GM,9131,10801,10361,12165,9131,10801,10361,12165,0,0,20928,27542,NC,0,1974
9271,1,MANHEIM,7,MAZDA,PROTEGE 2.0L I4 EFI,AUTO,2,Covers,90755,OTHER ASIAN,OTHER,2433,3651,3128,4443,2433,3651,3128,4443,0,0,18880,27542,NC,0,1209
9275,0,MANHEIM,2,FORD,FREESTYLE FWD V6 3.0,AUTO,1,Alloy,83611,AMERICAN,FORD,11412,14485,12825,16144,11412,14485,12825,16144,0,0,20928,27542,NC,0,1633
9283,0,MANHEIM,3,CHRYSLER,PACIFICA FWD 3.5L V6,AUTO,1,Alloy,69454,AMERICAN,CHRYSLER,10553,12525,11897,14027,10553,12525,11897,14027,0,0,20928,27542,NC,0,1215
9285,1,MANHEIM,4,KIA,OPTIMA 4C 2.4L I4 MP,AUTO,2,Covers,77769,OTHER ASIAN,OTHER,0,0,0,0,0,0,0,0,0,0,18880,27542,NC,0,803
9296,0,MANHEIM,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,77275,AMERICAN,GM,9131,10801,10361,12165,9056,10886,10280,12257,0,0,18880,27542,NC,0,1974
9299,0,MANHEIM,2,FORD,FREESTYLE FWD V6 3.0,AUTO,1,Alloy,77213,AMERICAN,FORD,11412,14485,12825,16144,11412,14485,12825,16144,0,0,20928,27542,NC,0,1506
9306,0,MANHEIM,4,JEEP,GRAND CHEROKEE 4WD V,AUTO,1,Alloy,83245,AMERICAN,CHRYSLER,9572,10676,10838,12030,9572,10676,10838,12030,0,0,19619,27542,NC,0,2022
9315,0,MANHEIM,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,70235,AMERICAN,GM,9131,10801,10361,12165,9131,10801,10361,12165,0,0,17675,27542,NC,0,1974
9318,1,MANHEIM,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,AUTO,1,Alloy,55333,AMERICAN,GM,7875,9334,9005,10581,7875,9334,9005,10581,0,0,17675,27542,NC,0,920
9323,1,MANHEIM,6,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,1,Alloy,82257,AMERICAN,CHRYSLER,4439,5399,5294,6331,4439,5399,5294,6331,0,0,17675,27542,NC,0,2063
9332,1,MANHEIM,4,NISSAN,SENTRA 1.8L I4 EFI,MANUAL,2,Covers,85773,TOP LINE ASIAN,OTHER,5027,6411,5929,7424,5027,6411,5929,7424,0,0,17675,27542,NC,0,594
9333,0,MANHEIM,6,CHEVROLET,1500 SILVERADO PICKU,AUTO,1,Alloy,87267,AMERICAN,GM,10725,12597,12083,14105,10725,12597,12083,14105,0,0,17675,27542,NC,0,2452
9336,1,MANHEIM,5,MERCURY,MONTEREY 4.2L V6 SPI,AUTO,1,Alloy,89038,AMERICAN,FORD,4835,6181,5722,7175,3979,5261,4797,6182,0,0,17675,27542,NC,0,1633
9337,0,MANHEIM,3,JEEP,COMMANDER 4WD V6 3.7,AUTO,1,Alloy,71599,AMERICAN,CHRYSLER,13106,14857,14654,16546,13106,14857,14654,16546,0,0,19619,27542,NC,0,1857
9346,0,MANHEIM,4,FORD,MUSTANG V6 4.0L V6 E,AUTO,1,Alloy,83162,AMERICAN,FORD,8918,10339,10131,11666,8918,10339,10131,11666,0,0,18880,27542,NC,0,853
9349,1,MANHEIM,2,FORD,FREESTYLE FWD V6 3.0,AUTO,1,Alloy,81411,AMERICAN,FORD,11412,14485,12825,16144,11412,14485,12825,16144,0,0,18880,27542,NC,0,1633
9350,0,MANHEIM,5,GMC,ENVOY 4WD V8 5.3L V8,AUTO,1,Alloy,76647,AMERICAN,GM,8095,9372,9243,10622,9224,11127,10462,12517,0,0,18880,27542,NC,0,2499
9354,0,MANHEIM,1,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,2,Covers,79761,AMERICAN,GM,9281,10449,10523,11785,9281,10449,10523,11785,0,0,18880,27542,NC,0,1974
9358,1,MANHEIM,8,MITSUBISHI,MONTERO SPORT 4WD V6,AUTO,1,Alloy,70600,OTHER ASIAN,OTHER,3070,3655,3816,4447,3070,3655,3816,4447,0,0,18880,27542,NC,0,1572
9363,0,MANHEIM,4,DODGE,DURANGO 4WD V8 SEFI,AUTO,1,Alloy,60126,AMERICAN,CHRYSLER,10188,12544,11503,14048,10188,12544,11503,14048,0,0,21973,27542,NC,0,1411
9364,0,MANHEIM,3,DODGE,1500 RAM PICKUP 2WD,AUTO,1,Alloy,60842,AMERICAN,CHRYSLER,9536,11534,10799,12957,9536,11534,10799,12957,0,0,18880,27542,NC,0,533
9384,1,MANHEIM,5,DODGE,CARAVAN FWD 4C 2.4L,AUTO,2,Covers,65217,AMERICAN,CHRYSLER,3228,3997,3986,4817,4026,5089,4848,5996,0,0,20928,27542,NC,0,1411
9387,0,MANHEIM,7,CHEVROLET,AVALANCHE 1500 4WD V,AUTO,1,Alloy,75284,AMERICAN,GM,8775,10636,9977,11987,8775,10636,9977,11987,0,0,17675,27542,NC,0,2508
9400,0,MANHEIM,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,74141,AMERICAN,GM,9131,10801,10361,12165,9350,11252,10598,12652,0,0,21973,27542,NC,0,1974
9402,0,MANHEIM,2,JEEP,LIBERTY 2WD V6 3.7L,AUTO,1,Alloy,80545,AMERICAN,CHRYSLER,9749,10872,11029,12242,9749,10872,11029,12242,0,0,18880,27542,NC,0,723
9421,0,MANHEIM,5,FORD,EXPEDITION 4WD V8 4.,AUTO,1,Alloy,70988,AMERICAN,FORD,9802,11049,11086,12433,9774,11404,11056,12816,0,0,18880,27542,NC,0,1389
9423,0,MANHEIM,3,DODGE,DAKOTA PICKUP 2WD V6,AUTO,1,Alloy,51272,AMERICAN,CHRYSLER,9367,10568,10616,11913,9367,10568,10616,11913,0,0,18880,27542,NC,0,920
9434,0,MANHEIM,3,CHEVROLET,UPLANDER FWD V6 3.5L,AUTO,2,Covers,85714,AMERICAN,GM,8831,11160,10037,12553,8831,11160,10037,12553,0,0,18880,27542,NC,0,2282
9441,0,MANHEIM,2,CHRYSLER,SEBRING V6 2.7L V6 M,AUTO,1,Alloy,82893,AMERICAN,CHRYSLER,7874,9630,9004,10900,8989,10745,10208,12105,0,0,18111,27542,NC,0,1373
9443,0,MANHEIM,1,CHRYSLER,SEBRING 4C 2.4L I4 E,AUTO,2,Covers,54829,AMERICAN,CHRYSLER,7949,8448,9085,9624,0,0,0,0,0,0,99761,27542,NC,0,920
9444,1,MANHEIM,7,MAZDA,TRIBUTE 2WD V6 3.0L,AUTO,1,Alloy,81723,OTHER ASIAN,OTHER,3541,4272,4324,5114,3541,4272,4324,5114,0,0,5546,27542,NC,0,1283
9447,0,MANHEIM,3,MERCURY,MARINER 2WD V6 3.0L,AUTO,1,Alloy,89386,AMERICAN,FORD,11611,13036,13040,14579,12472,14208,13970,15845,0,0,18111,27542,NC,0,983
9448,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,2,Covers,77387,AMERICAN,CHRYSLER,9459,11179,10716,12573,9459,11179,10716,12573,0,0,18111,27542,NC,0,1389
9455,0,MANHEIM,4,CHEVROLET,EQUINOX AWD V6 3.4L,AUTO,2,Covers,76466,AMERICAN,GM,9331,11346,10577,12754,8879,10957,10089,12334,0,0,5546,27542,NC,0,1506
9463,0,MANHEIM,2,DODGE,CHARGER V6 2.7L V6 M,AUTO,2,Covers,76166,AMERICAN,CHRYSLER,9784,11267,11067,12668,9784,11267,11067,12668,0,0,18111,27542,NC,0,1389
9465,0,MANHEIM,2,CHRYSLER,300 2.7L V6 MPI,AUTO,2,Covers,75078,AMERICAN,CHRYSLER,10920,12568,12294,14073,10920,12568,12294,14073,0,0,18111,27542,NC,0,1389
9467,1,MANHEIM,7,FORD,WINDSTAR FWD V6 3.8L,AUTO,1,Alloy,79304,AMERICAN,FORD,2165,3092,2838,3839,2165,3092,2838,3839,0,0,5546,27542,NC,0,2157
9471,0,MANHEIM,3,NISSAN,TITAN PICKUP 2WD V8,AUTO,1,Alloy,38717,TOP LINE ASIAN,OTHER,13466,15069,15043,16775,13759,14174,15360,15808,0,0,5546,27542,NC,0,822
9472,1,MANHEIM,6,CHEVROLET,TRAILBLAZER 2WD 6C 4,AUTO,1,Alloy,89839,AMERICAN,GM,5201,6219,6117,7217,5201,6219,6117,7217,0,0,20928,27542,NC,0,1543
9479,1,MANHEIM,6,PONTIAC,MONTA0 3.4L V6 EFI,AUTO,1,Alloy,91522,AMERICAN,GM,3030,4149,3772,4981,3443,4732,4218,5611,0,0,20928,27542,NC,0,5913
9483,0,MANHEIM,3,CHEVROLET,TRAILBLAZER 4WD 6C 4,AUTO,1,Alloy,82519,AMERICAN,GM,10600,12794,11948,14318,10916,13406,12289,14978,0,0,20928,27542,NC,0,2152
9495,1,MANHEIM,7,KIA,SPORTAGE 4WD 2.0L I4,AUTO,1,Alloy,74048,OTHER ASIAN,OTHER,2789,3751,3512,4551,2685,4079,3400,4905,0,0,18880,27542,NC,0,1220
9499,1,MANHEIM,7,DODGE,DAKOTA PICKUP 2WD V6,AUTO,1,Alloy,68193,AMERICAN,CHRYSLER,2707,3389,3424,4160,2707,3389,3424,4160,0,0,18880,27542,NC,0,1320
9505,0,MANHEIM,3,FORD,FIVE HUNDRED 3.0L V6,AUTO,1,Alloy,75570,AMERICAN,FORD,9971,12486,11269,13985,9784,12293,11067,13776,0,0,18880,27542,NC,0,1506
9507,1,MANHEIM,4,CHEVROLET,CAVALIER 4C 2.2L I4,AUTO,2,Covers,95300,AMERICAN,GM,3057,4100,3802,4928,2762,3577,5967,6743,0,0,18880,27542,NC,0,1341
9513,1,MANHEIM,4,CHRYSLER,300 2.7L V6 MPI,AUTO,2,Covers,73949,AMERICAN,CHRYSLER,7909,9282,9042,10525,7909,9282,9042,10525,0,0,21973,27542,NC,0,1389
9528,1,MANHEIM,7,CHEVROLET,IMPALA 3.4L V6 SFI,AUTO,2,Covers,76543,AMERICAN,GM,2497,3379,3197,4149,2497,3379,3197,4149,0,0,21973,27542,NC,0,2274
9529,1,MANHEIM,4,CHEVROLET,EQUINOX AWD V6 3.4L,AUTO,2,Covers,81277,AMERICAN,GM,8164,9982,9317,11281,8164,9982,9317,11281,0,0,17675,27542,NC,0,1633
9535,1,MANHEIM,7,CHEVROLET,1500 SILVERADO PICKU,AUTO,1,Alloy,95555,AMERICAN,GM,4994,6189,5894,7184,4384,5883,5235,6854,0,0,17675,27542,NC,0,1641
9538,0,MANHEIM,3,MERCURY,MILAN 4C,AUTO,2,Covers,61981,AMERICAN,FORD,9613,10996,10882,12376,9613,10996,10882,12376,0,0,21973,27542,NC,0,728
9540,0,MANHEIM,2,DODGE,CHARGER V6 2.7L V6 M,AUTO,2,Covers,69559,AMERICAN,CHRYSLER,9780,11272,11062,12674,10107,11636,11416,13067,0,0,17675,27542,NC,0,1215
9545,0,MANHEIM,3,PONTIAC,G6 V6 3.5L V6 SFI,AUTO,1,Alloy,74021,AMERICAN,GM,9327,10617,10573,11966,9967,11011,11264,12392,0,0,17675,27542,NC,0,1272
9550,1,MANHEIM,4,CHEVROLET,EQUINOX FWD V6 3.4L,AUTO,2,Covers,74456,AMERICAN,GM,7309,8808,8394,10013,7243,8401,10246,11821,0,0,20928,27542,NC,0,1389
9557,0,MANHEIM,4,FORD,MUSTANG V6 4.0L V6 E,MANUAL,1,Alloy,66020,AMERICAN,FORD,8877,10314,10087,11639,8917,10242,10130,11561,0,0,20928,27542,NC,0,728
9558,1,MANHEIM,8,INFINITI,QX4 4WD V6,AUTO,1,Alloy,86775,OTHER ASIAN,OTHER,6238,7327,7237,8413,6238,7327,7237,8413,0,0,17675,27542,NC,0,2193
9562,0,MANHEIM,2,DODGE,CALIBER 2.0L I4 SFI,AUTO,2,Covers,55741,AMERICAN,CHRYSLER,8312,9824,9477,11110,8863,10576,10072,11922,0,0,17675,27542,NC,0,754
9564,1,MANHEIM,4,SUZUKI,FORENZA 2.0L I4 EFI,AUTO,1,Alloy,69561,OTHER ASIAN,OTHER,3297,4654,4061,5526,4590,5431,7166,7718,0,0,17675,27542,NC,0,533
9569,0,MANHEIM,6,TOYOTA,TUNDRA PICKUP 4WD V8,AUTO,1,Alloy,63242,TOP LINE ASIAN,OTHER,9876,11070,11166,12456,9743,14070,11022,15696,0,0,17675,27542,NC,0,1028
9572,1,MANHEIM,6,TOYOTA,HIGHLANDER 2WD V6 3.,AUTO,1,Alloy,80726,TOP LINE ASIAN,OTHER,7815,9077,8940,10303,7815,9077,8940,10303,0,0,17675,27542,NC,0,894
9574,0,MANHEIM,3,TOYOTA,CAMRY 4C 2.4L I4 SFI,AUTO,1,Alloy,64898,TOP LINE ASIAN,OTHER,10339,11769,11666,13211,10341,11670,11668,13104,0,0,17675,27542,NC,0,533
9579,0,MANHEIM,4,JEEP,GRAND CHEROKEE 4WD V,AUTO,1,Alloy,68228,AMERICAN,CHRYSLER,9420,10593,10674,11940,9176,10335,10410,11662,0,0,17675,27542,NC,0,1606
9582,0,MANHEIM,2,SATURN,AURA 3.5L V6 SFI,AUTO,2,Covers,74929,AMERICAN,GM,10380,11961,11710,13418,9094,10798,10322,12162,0,0,17675,27542,NC,0,1272
9584,0,MANHEIM,3,CHEVROLET,UPLANDER FWD V6 3.5L,AUTO,1,Alloy,78426,AMERICAN,GM,8671,11066,9865,12451,9055,11188,10279,12583,0,0,18880,27542,NC,0,2091
9588,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,1,Alloy,52600,AMERICAN,CHRYSLER,9495,11215,10755,12612,9495,11215,10755,12612,0,0,18880,27542,NC,0,1086
9590,1,MANHEIM,4,FORD,ESCAPE 2WD 4C 2.3L I,AUTO,1,Alloy,83810,AMERICAN,FORD,5802,7411,6766,8504,6197,8003,7193,9143,0,0,17675,27542,NC,0,983
9591,1,MANHEIM,8,DODGE,STRATUS 4C 2.4L I4 S,AUTO,2,Covers,82793,AMERICAN,CHRYSLER,1799,2392,2443,3083,1422,1964,2036,2621,0,0,18880,27542,NC,0,1543
9599,0,MANHEIM,5,FORD,F150 PICKUP 2WD V8 4,AUTO,1,Alloy,85487,AMERICAN,FORD,9161,11232,10394,12631,9276,11482,10518,12901,0,0,17675,27542,NC,0,853
